Census 5-Digit ZCTA Code,State FIPS Code,Census Identifier,FIPS Class Code,Feature Class Code,Functional Code,Zip Code (Number),State,Census Land Area (m),Census Water Area (m),Total Population,Total Housing Units,Non Hispanic White Persons,Non Hispanic Black Persons,Non Hispanic American Indian Persons,Non Hispanic Asian Persons,Non Hispanic Native Hawaiian Persons,Non Hispanic Other Race Persons,Non Hispanic total Persons,Hispanic Persons,Percent Non Hispanic White,Percent Non Hispanic Black,Percent Non Hispanic American Indian,Percent non Hispanic Asian,Percent Non Hispanic Native Hawaiian,Percent Non Hispanic Other,Percent Non Hispanic Total,Percent Hispanic,Persons Over 65,Percent Over 65,Median Age,Vacant Units,Percent Vacant,Homeowner Rate,Percent Homeowner Without Mortgage,Percent Rent,Percent Population Under 18,ZCTA Report 1,ZCTA Report 2
20812,24,2420812,B5,G6350,S,"20,812.00",24,"496,734.00","371,058.00",255,100,230,3,0,6,0,0,6,10,90.2,1.2,0,2.4,0,0,2.4,3.9,33,12.9,42.4,4,4,72.9,19.5,9.4,4.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20812.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20812.pdf
20814,24,2420814,B5,G6350,S,"20,814.00",24,"13,166,146.00","52,953.00","27,642.00","14,103.00","21,021.00","1,134.00",34,"2,572.00",20,74,695,"2,092.00",76,4.1,0.1,9.3,0.1,0.3,2.5,7.6,"4,508.00",16.3,40.3,838,5.9,40.5,27.7,43.9,14.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20814.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20814.pdf
20815,24,2420815,B5,G6350,S,"20,815.00",24,"14,066,048.00","35,097.00","29,082.00","13,850.00","23,357.00","1,256.00",28,"1,804.00",13,90,702,"1,832.00",80.3,4.3,0.1,6.2,0,0.3,2.4,6.3,"6,002.00",20.6,45.4,759,5.5,45.4,28.9,36.2,13.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20815.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20815.pdf
20816,24,2420816,B5,G6350,S,"20,816.00",24,"8,975,177.00","1,552,658.00","16,208.00","6,666.00","13,426.00",366,14,902,6,61,377,"1,056.00",82.8,2.3,0.1,5.6,0,0.4,2.3,6.5,"2,805.00",17.3,44,256,3.8,58,27.5,20,10.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20816.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20816.pdf
20817,24,2420817,B5,G6350,S,"20,817.00",24,"35,923,615.00","186,053.00","36,240.00","14,020.00","26,829.00","1,362.00",32,"4,252.00",19,119,962,"2,665.00",74,3.8,0.1,11.7,0.1,0.3,2.7,7.4,"6,342.00",17.5,44.5,535,3.8,60.1,27,17.6,11.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20817.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20817.pdf
20818,24,2420818,B5,G6350,S,"20,818.00",24,"2,676,591.00","1,118,503.00","1,962.00",789,"1,575.00",72,5,160,1,11,55,83,80.3,3.7,0.3,8.2,0.1,0.6,2.8,4.2,287,14.6,47.3,20,2.5,68.1,23.5,11,19.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20818.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20818.pdf
20832,24,2420832,B5,G6350,S,"20,832.00",24,"26,075,340.00","58,727.00","24,965.00","8,863.00","16,502.00","2,831.00",27,"2,742.00",3,59,531,"2,270.00",66.1,11.3,0.1,11,0,0.2,2.1,9.1,"2,492.00",10,41.2,189,2.1,75.1,13.4,13.2,18.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20832.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20832.pdf
20833,24,2420833,B5,G6350,S,"20,833.00",24,"49,836,780.00","2,565,340.00","7,735.00","2,545.00","5,624.00",687,6,678,0,30,189,521,72.7,8.9,0.1,8.8,0,0.4,2.4,6.7,777,10,42.5,65,2.6,80.8,13.7,6.4,12.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20833.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20833.pdf
20837,24,2420837,B5,G6350,S,"20,837.00",24,"109,773,948.00","8,443,765.00","5,789.00","2,059.00","4,761.00",362,22,121,1,4,108,410,82.2,6.3,0.4,2.1,0,0.1,1.9,7.1,463,8,42.6,76,3.7,74.2,14.5,13.2,18,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20837.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20837.pdf
20838,24,2420838,B5,G6350,S,"20,838.00",24,"6,997,600.00","21,554.00",259,109,242,4,3,1,0,0,7,2,93.4,1.5,1.2,0.4,0,0,2.7,0.8,49,18.9,50.1,5,4.6,59.6,33.3,10.6,17.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20838.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20838.pdf
20839,24,2420839,B5,G6350,S,"20,839.00",24,"12,690,683.00","41,061.00",214,81,168,21,1,3,0,0,9,12,78.5,9.8,0.5,1.4,0,0,4.2,5.6,46,21.5,45,3,3.7,57.9,27.9,19.7,23.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20839.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20839.pdf
20841,24,2420841,B5,G6350,S,"20,841.00",24,"67,289,814.00","2,375,725.00","10,460.00","2,908.00","4,035.00","1,439.00",13,"3,693.00",2,20,319,939,38.6,13.8,0.1,35.3,0,0.2,3,9,738,7.1,37.5,52,1.8,85.4,8.5,6.7,9.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20841.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20841.pdf
20842,24,2420842,B5,G6350,S,"20,842.00",24,"135,898,668.00","9,035,801.00","1,824.00",781,"1,542.00",124,3,19,0,1,39,96,84.5,6.8,0.2,1,0,0.1,2.1,5.3,307,16.8,47.9,62,7.9,51.6,33.2,22.7,15.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20842.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20842.pdf
20850,24,2420850,B5,G6350,S,"20,850.00",24,"36,523,908.00","198,966.00","46,340.00","19,085.00","24,476.00","4,683.00",56,"10,900.00",16,160,"1,300.00","4,749.00",52.8,10.1,0.1,23.5,0,0.3,2.8,10.2,"6,273.00",13.5,39.3,824,4.3,49.8,17.9,39.4,20,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20850.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20850.pdf
20851,24,2420851,B5,G6350,S,"20,851.00",24,"6,147,440.00","2,088.00","14,191.00","5,042.00","5,850.00","1,326.00",52,"2,142.00",14,51,325,"4,431.00",41.2,9.3,0.4,15.1,0.1,0.4,2.3,31.2,"1,284.00",9,35.1,201,4,48.9,20.8,38.2,26.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20851.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20851.pdf
20852,24,2420852,B5,G6350,S,"20,852.00",24,"21,555,966.00","97,342.00","40,365.00","20,062.00","23,856.00","2,606.00",67,"7,966.00",19,121,986,"4,744.00",59.1,6.5,0.2,19.7,0,0.3,2.4,11.8,"6,638.00",16.4,38.8,"1,232.00",6.1,37.9,24.5,49.9,19.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20852.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20852.pdf
20853,24,2420853,B5,G6350,S,"20,853.00",24,"23,335,068.00","243,486.00","29,673.00","10,035.00","15,086.00","3,188.00",67,"3,508.00",10,130,569,"7,115.00",50.8,10.7,0.2,11.8,0,0.4,1.9,24,"4,706.00",15.9,41.4,266,2.7,64.7,23.4,15.5,19.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20853.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20853.pdf
20854,24,2420854,B5,G6350,S,"20,854.00",24,"87,422,942.00","7,215,824.00","49,611.00","17,262.00","34,211.00","2,243.00",19,"9,015.00",11,155,"1,213.00","2,744.00",69,4.5,0,18.2,0,0.3,2.4,5.5,"8,759.00",17.7,46.5,376,2.2,70.3,23.8,7.7,10.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20854.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20854.pdf
20855,24,2420855,B5,G6350,S,"20,855.00",24,"33,961,240.00","635,428.00","14,295.00","5,018.00","8,656.00","1,080.00",26,"2,562.00",8,64,426,"1,473.00",60.6,7.6,0.2,17.9,0.1,0.4,3,10.3,"1,968.00",13.8,43.8,106,2.1,68.5,20.6,13.7,15.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20855.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20855.pdf
20860,24,2420860,B5,G6350,S,"20,860.00",24,"9,857,358.00","26,973.00","2,396.00",849,"1,365.00",559,3,237,2,5,85,140,57,23.3,0.1,9.9,0.1,0.2,3.5,5.8,645,26.9,47.6,52,6.1,54.2,11.2,39,14.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20860.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20860.pdf
20861,24,2420861,B5,G6350,S,"20,861.00",24,"9,947,174.00","18,520.00","1,875.00",668,"1,372.00",179,2,147,1,3,61,110,73.2,9.5,0.1,7.8,0.1,0.2,3.3,5.9,255,13.6,46,16,2.4,76.8,17.6,6.9,13.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20861.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20861.pdf
20862,24,2420862,B5,G6350,S,"20,862.00",24,"3,029,792.00","15,389.00",343,124,287,13,0,18,0,0,10,15,83.7,3.8,0,5.2,0,0,2.9,4.4,66,19.2,49.5,6,4.8,77.1,19.5,4.2,16.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20862.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20862.pdf
20866,24,2420866,B5,G6350,S,"20,866.00",24,"18,304,211.00","618,885.00","13,344.00","4,652.00","3,483.00","5,703.00",30,"2,402.00",6,59,374,"1,287.00",26.1,42.7,0.2,18,0,0.4,2.8,9.6,"1,022.00",7.7,36.5,178,3.8,69.8,10,22.4,31.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20866.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20866.pdf
20868,24,2420868,B5,G6350,S,"20,868.00",24,"5,193,925.00","5,002.00",790,250,365,188,3,126,0,3,26,79,46.2,23.8,0.4,15.9,0,0.4,3.3,10,102,12.9,42.6,4,1.6,75.6,16.2,9.8,16.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20868.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20868.pdf
20871,24,2420871,B5,G6350,S,"20,871.00",24,"53,176,080.00","138,014.00","13,130.00","4,295.00","5,921.00","1,836.00",13,"3,698.00",8,25,409,"1,220.00",45.1,14,0.1,28.2,0.1,0.2,3.1,9.3,743,5.7,34.4,194,4.5,81.7,7.7,11.5,15.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20871.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20871.pdf
20872,24,2420872,B5,G6350,S,"20,872.00",24,"54,025,176.00","110,921.00","13,104.00","4,575.00","9,449.00",998,37,675,3,14,333,"1,595.00",72.1,7.6,0.3,5.2,0,0.1,2.5,12.2,"1,037.00",7.9,37.5,158,3.5,75.2,12.5,14.1,20.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20872.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20872.pdf
20874,24,2420874,B5,G6350,S,"20,874.00",24,"54,952,005.00","3,542,188.00","57,367.00","22,256.00","23,173.00","12,531.00",124,"9,199.00",19,180,"1,848.00","10,293.00",40.4,21.8,0.2,16,0,0.3,3.2,17.9,"3,057.00",5.3,33.9,899,4,63.6,6.1,32.3,29.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20874.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20874.pdf
20876,24,2420876,B5,G6350,S,"20,876.00",24,"30,193,838.00","148,752.00","25,496.00","8,738.00","8,530.00","5,593.00",56,"5,192.00",11,72,855,"5,187.00",33.5,21.9,0.2,20.4,0,0.3,3.4,20.3,"1,356.00",5.3,33.4,320,3.7,62.6,9.5,30.9,27,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20876.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20876.pdf
